ImageNumber	ObjectNumber	Children_Cells_Count	Children_PLA_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number
1	1	1	1	176.46853146853147	3.195804195804196	0	1
1	2	1	0	244.18430034129693	5.334470989761092	0	2
1	3	1	4	306.05058365758754	6.260700389105058	0	3
1	4	1	0	358.2970297029703	1.702970297029703	0	4
1	5	1	0	397.8560606060606	3.477272727272727	0	5
1	6	1	0	420.90748898678413	7.429515418502203	0	6
1	7	1	0	476.23225806451615	5.4	0	7
1	8	1	0	492.4765625	3.2734375	0	8
1	9	1	1	118.6	6.0964285714285715	0	9
1	10	1	1	270.2158273381295	9.136690647482014	0	10
1	11	1	0	507.47752808988764	11.314606741573034	0	11
1	12	1	0	90.61377245508982	16.550898203592816	0	12
1	13	1	1	347.1004942339374	16.82866556836903	0	13
1	14	1	1	40.78012048192771	16.69578313253012	0	14
1	15	1	0	305.80924855491327	20.601156069364162	0	15
1	16	1	1	149.98	20.64	0	16
1	17	1	0	497.1592920353982	22.353982300884955	0	17
1	18	1	0	130.26756756756757	23.84054054054054	0	18
1	19	1	0	188.75850340136054	28.612244897959183	0	19
1	20	1	0	290.7386018237082	28.571428571428573	0	20
1	21	1	0	163.68085106382978	31.920212765957448	0	21
1	22	1	1	61.742705570291776	30.94429708222812	0	22
1	23	1	0	409.59869138495094	30.285714285714285	0	23
1	24	1	0	363.5539033457249	34.55018587360595	0	24
1	25	1	0	433.0708446866485	34.926430517711175	0	25
1	26	1	2	137.4972972972973	38.51081081081081	0	26
1	27	1	1	447.45541401273886	41.26433121019108	0	27
1	28	1	2	253.46616541353384	42.042606516290725	0	28
1	29	1	1	319.3916913946588	45.13649851632047	0	29
1	30	1	0	84.98	45.7075	0	30
1	31	1	0	384.61417322834643	47.46614173228347	0	31
1	32	1	0	486.8870588235294	46.16470588235294	0	32
1	33	1	0	504.7692307692308	48.214046822742475	0	33
1	34	1	0	207.83333333333334	46.666666666666664	0	34
1	35	1	2	109.02941176470588	50.0	0	35
1	36	1	0	175.25613079019072	52.305177111716624	0	36
1	37	1	4	297.42902208201895	53.2397476340694	0	37
1	38	1	0	274.7798165137615	56.1605504587156	0	38
1	39	1	3	237.71031746031747	60.11309523809524	0	39
1	40	1	0	489.0220588235294	65.36029411764706	0	40
1	41	1	1	4.078125	66.9140625	0	41
1	42	1	0	502.58355437665784	72.18037135278514	0	42
1	43	1	0	467.69618055555554	71.65277777777777	0	43
1	44	1	3	214.77684210526317	72.98105263157895	0	44
1	45	1	1	386.59574468085106	75.47872340425532	0	45
1	46	1	2	25.0625814863103	75.0039113428944	0	46
1	47	1	2	43.85671641791045	75.75522388059701	0	47
1	48	1	0	447.59645669291336	80.46653543307086	0	48
1	49	1	2	126.31179775280899	82.54494382022472	0	49
1	50	1	3	4.159203980099503	89.01990049751244	0	50
1	51	1	4	158.48081841432224	89.80562659846548	0	51
1	52	1	3	195.40816326530611	91.16909620991254	0	52
1	53	1	1	278.94278606965173	87.48756218905473	0	53
1	54	1	1	419.9013452914798	89.26681614349776	0	54
1	55	1	3	52.43950177935943	93.94306049822065	0	55
1	56	1	0	231.15555555555557	91.03809523809524	0	56
1	57	1	0	302.504132231405	91.95661157024793	0	57
1	58	1	1	433.26478149100257	99.16452442159382	0	58
1	59	1	0	481.3363471971067	96.74864376130199	0	59
1	60	1	3	133.61455525606468	101.33692722371967	0	60
1	61	1	3	253.2698795180723	102.25301204819277	0	61
1	62	1	2	220.9940652818991	105.16617210682493	0	62
1	63	1	1	349.88557213930346	101.83582089552239	0	63
1	64	1	1	69.47325102880659	108.8477366255144	0	64
1	65	1	3	96.0219378427788	109.77879341864717	0	65
1	66	1	0	325.21643518518516	108.45486111111111	0	66
1	67	1	1	115.43478260869566	113.1304347826087	0	67
1	68	1	2	194.79365079365078	115.55555555555556	0	68
1	69	1	1	355.05029585798815	119.13313609467455	0	69
1	70	1	0	409.6495176848875	116.91318327974277	0	70
1	71	1	0	437.70144927536234	119.57101449275362	0	71
