ImageNumber	ObjectNumber	Children_Cells_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number
2	86	1	493.24719101123594	336.49213483146065	0	86
2	87	1	420.46634615384613	338.38461538461536	0	87
2	88	1	34.133204633204635	347.5482625482625	0	88
2	89	1	70.83641160949868	376.7150395778364	0	89
2	90	1	463.4559099437148	380.8818011257036	0	90
2	91	1	415.05588822355287	383.65868263473055	0	91
2	92	1	494.2830188679245	391.811320754717	0	92
2	93	1	316.70786516853934	403.810393258427	0	93
2	94	1	54.99303944315545	408.7865429234339	0	94
2	95	1	362.7901907356948	412.0653950953678	0	95
2	96	1	230.23185483870967	412.6209677419355	0	96
2	97	1	187.6506469500924	415.5674676524954	0	97
2	98	1	420.7849686847599	418.5031315240083	0	98
2	99	1	457.5377643504532	433.607250755287	0	99
2	100	1	337.41642228739005	434.6158357771261	0	100
2	101	1	250.94508301404852	430.0242656449553	0	101
2	102	1	216.8019093078759	440.79236276849645	0	102
2	103	1	439.08290155440415	437.92746113989637	0	103
2	104	1	18.764478764478763	459.7934362934363	0	104
2	105	1	424.72795698924733	465.76129032258063	0	105
2	106	1	170.87372708757638	466.09572301425663	0	106
2	107	1	281.6453488372093	471.9156976744186	0	107
2	108	1	338.45216049382714	477.5154320987654	0	108
2	109	1	483.17281728172816	481.8685868586859	0	109
2	110	1	103.96195652173913	484.0090579710145	0	110
2	111	1	450.07978723404256	489.1755319148936	0	111
2	112	1	150.59332023575638	491.4125736738703	0	112
2	113	1	47.83849557522124	498.28097345132744	0	113
2	114	1	205.37704918032787	504.5245901639344	0	114
3	1	1	404.2511013215859	5.035242290748899	0	1
3	2	1	425.6314102564103	6.961538461538462	0	2
3	3	1	469.8422712933754	8.053627760252366	0	3
3	4	1	174.73214285714286	9.66326530612245	0	4
3	5	1	31.46303501945525	17.019455252918288	0	5
3	6	1	281.3370165745856	22.151012891344383	0	6
3	7	1	55.08153477218225	23.72661870503597	0	7
3	8	1	501.2873831775701	28.911214953271028	0	8
3	9	1	360.52917505030183	34.37625754527163	0	9
3	10	1	459.2073643410853	33.48837209302326	0	10
3	11	1	172.22774327122153	38.49068322981366	0	11
3	12	1	320.0481099656357	38.70618556701031	0	12
3	13	1	231.31490384615384	36.22115384615385	0	13
3	14	1	499.377094972067	49.87988826815643	0	14
3	15	1	133.61484918793502	50.64965197215777	0	15
3	16	1	47.55530973451327	53.6283185840708	0	16
3	17	1	361.2264397905759	62.888743455497384	0	17
3	18	1	420.43325526932085	67.65573770491804	0	18
3	19	1	203.84717607973423	72.2126245847176	0	19
3	20	1	475.6773333333333	70.52533333333334	0	20
3	21	1	175.4451219512195	72.96646341463415	0	21
3	22	1	4.913793103448276	76.4396551724138	0	22
3	23	1	416.80898876404495	87.01123595505618	0	23
3	24	1	332.26339285714283	91.70833333333333	0	24
3	25	1	176.4065335753176	98.994555353902	0	25
3	26	1	269.8816568047337	99.90532544378698	0	26
3	27	1	461.8155844155844	104.87272727272727	0	27
3	28	1	319.61914460285135	107.89816700610999	0	28
3	29	1	93.85289256198347	111.50578512396694	0	29
3	30	1	229.6011235955056	111.0561797752809	0	30
3	31	1	147.68269230769232	119.8173076923077	0	31
3	32	1	365.62420382165607	129.79299363057325	0	32
3	33	1	390.24848484848485	128.0222222222222	0	33
3	34	1	446.39179632248937	127.22489391796323	0	34
3	35	1	187.97405189620758	128.10379241516966	0	35
3	36	1	77.56935817805383	133.08281573498965	0	36
3	37	1	43.0	142.9120879120879	0	37
3	38	1	13.135057471264368	148.58620689655172	0	38
3	39	1	467.8955752212389	151.78230088495576	0	39
3	40	1	503.7223974763407	165.3217665615142	0	40
3	41	1	117.3381088825215	167.69340974212034	0	41
3	42	1	331.9726688102894	167.7926045016077	0	42
3	43	1	18.507269789983845	172.39579967689824	0	43
3	44	1	426.187145557656	176.74669187145557	0	44
3	45	1	208.60714285714286	179.8131868131868	0	45
3	46	1	46.63723608445297	190.62763915547026	0	46
3	47	1	87.55291005291005	198.9047619047619	0	47
3	48	1	209.75409836065575	203.58196721311475	0	48
3	49	1	446.40208877284596	201.5248041775457	0	49
3	50	1	133.87528868360278	211.6512702078522	0	50
3	51	1	479.8710743801653	216.97190082644627	0	51
3	52	1	504.1551246537396	218.28254847645428	0	52
3	53	1	397.8485342019544	217.91205211726384	0	53
3	54	1	48.13709677419355	224.4334677419355	0	54
3	55	1	88.09714285714286	227.32	0	55
3	56	1	254.57175925925927	231.37962962962962	0	56
3	57	1	174.53287197231833	239.05017301038063	0	57
3	58	1	343.20477137176937	239.02186878727633	0	58
3	59	1	278.7100737100737	249.04668304668306	0	59
3	60	1	145.23	259.882	0	60
3	61	1	108.59809523809524	264.0438095238095	0	61
3	62	1	353.2721202003339	264.3238731218698	0	62
3	63	1	60.03754266211604	266.26962457337885	0	63
3	64	1	306.77464788732397	276.2696177062374	0	64
3	65	1	128.9155672823219	280.96569920844325	0	65
3	66	1	234.63905325443787	280.9704142011834	0	66
3	67	1	7.4179431072210065	287.7439824945295	0	67
3	68	1	24.93028322440087	293.1503267973856	0	68
3	69	1	211.84527220630372	292.93409742120343	0	69
3	70	1	179.29302325581395	298.80232558139534	0	70
3	71	1	88.78747940691927	309.4431630971993	0	71
3	72	1	158.35913312693498	311.41486068111453	0	72
3	73	1	358.2031007751938	326.94108527131783	0	73
3	74	1	65.22654867256637	335.64070796460175	0	74
3	75	1	268.84615384615387	337.3648915187377	0	75
3	76	1	334.54639175257734	342.82817869415805	0	76
3	77	1	155.8490990990991	350.93918918918916	0	77
3	78	1	11.687031082529474	369.31832797427654	0	78
3	79	1	218.2523540489642	370.47269303201506	0	79
3	80	1	279.1009523809524	372.26666666666665	0	80
3	81	1	44.58717105263158	379.7171052631579	0	81
3	82	1	104.32272727272728	379.8340909090909	0	82
3	83	1	337.9194499017682	381.0294695481336	0	83
3	84	1	278.84531590413945	401.0936819172113	0	84
3	85	1	181.56516290726816	396.6015037593985	0	85
3	86	1	256.94117647058823	411.22762148337597	0	86
3	87	1	10.192926045016078	425.491961414791	0	87
3	88	1	370.8185975609756	430.2606707317073	0	88
3	89	1	314.56018518518516	431.6388888888889	0	89
3	90	1	248.6328502415459	439.94202898550725	0	90
3	91	1	18.307977736549166	446.57328385899814	0	91
3	92	1	149.3745247148289	449.3688212927757	0	92
3	93	1	220.49256505576207	451.85873605947955	0	93
3	94	1	166.55094991364422	471.8117443868739	0	94
3	95	1	327.7547892720307	468.9655172413793	0	95
3	96	1	463.8092105263158	474.5296052631579	0	96
3	97	1	318.76404494382024	478.2584269662921	0	97
3	98	1	437.5189189189189	490.6	0	98
3	99	1	450.1472081218274	489.0913705583756	0	99
3	100	1	487.0619469026549	490.8053097345133	0	100
3	101	1	469.6011235955056	492.2696629213483	0	101
3	102	1	270.94670846394985	499.84012539184954	0	102
3	103	1	313.5055679287305	501.20489977728283	0	103
