ImageNumber	ObjectNumber	Children_Cells_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number
1	1	1	137.12264150943398	4.066037735849057	0	1
1	2	1	451.2360515021459	5.96137339055794	0	2
1	3	1	111.79565217391304	6.695652173913044	0	3
1	4	1	25.14027149321267	6.619909502262443	0	4
1	5	1	279.43589743589746	11.398860398860398	0	5
1	6	1	413.63174603174605	11.628571428571428	0	6
1	7	1	5.88135593220339	18.983050847457626	0	7
1	8	1	338.1951219512195	20.01829268292683	0	8
1	9	1	476.9707792207792	23.198051948051948	0	9
1	10	1	73.23720930232558	28.334883720930232	0	10
1	11	1	502.18941504178275	32.50696378830084	0	11
1	12	1	213.8082191780822	42.84931506849315	0	12
1	13	1	186.04605263157896	46.19407894736842	0	13
1	14	1	26.165441176470587	54.411764705882355	0	14
1	15	1	149.19787985865725	54.091872791519435	0	15
1	16	1	97.18264840182648	54.19634703196347	0	16
1	17	1	76.20081967213115	59.58196721311475	0	17
1	18	1	42.55045871559633	59.24770642201835	0	18
1	19	1	286.377094972067	62.824022346368714	0	19
1	20	1	105.2332268370607	70.42172523961662	0	20
1	21	1	11.751497005988025	71.04191616766467	0	21
1	22	1	351.2842105263158	70.73684210526316	0	22
1	23	1	138.5	70.83680555555556	0	23
1	24	1	164.07630522088354	74.20883534136546	0	24
1	25	1	401.5016501650165	72.24092409240924	0	25
1	26	1	57.68217054263566	75.58527131782945	0	26
1	27	1	281.3141762452107	81.7088122605364	0	27
1	28	1	248.99604743083003	81.03162055335969	0	28
1	29	1	387.49785407725324	82.50643776824035	0	29
1	30	1	482.0411392405063	84.48101265822785	0	30
1	31	1	328.71090047393363	86.66824644549763	0	31
1	32	1	61.3640350877193	92.79824561403508	0	32
1	33	1	186.85098039215686	97.42745098039215	0	33
1	34	1	213.872	104.56266666666667	0	34
1	35	1	152.62878787878788	104.45454545454545	0	35
1	36	1	132.1263157894737	114.45964912280702	0	36
1	37	1	437.35074626865674	108.98880597014926	0	37
1	38	1	371.55	112.86428571428571	0	38
1	39	1	109.0066889632107	113.52508361204013	0	39
1	40	1	343.9520766773163	114.20127795527156	0	40
1	41	1	274.385593220339	118.05084745762711	0	41
1	42	1	310.63498098859316	122.0	0	42
1	43	1	395.5232558139535	122.1046511627907	0	43
1	44	1	6.46643109540636	128.81272084805653	0	44
1	45	1	169.66216216216216	129.49099099099098	0	45
1	46	1	210.6952789699571	135.1244635193133	0	46
1	47	1	145.83203125	145.6796875	0	47
1	48	1	501.2037914691943	143.54976303317537	0	48
1	49	1	49.73142857142857	151.96	0	49
1	50	1	84.93562231759657	149.00858369098714	0	50
1	51	1	224.374531835206	154.4569288389513	0	51
1	52	1	405.4612903225806	155.4	0	52
1	53	1	381.2522522522523	155.26126126126127	0	53
1	54	1	444.20446096654274	164.8996282527881	0	54
1	55	1	313.5890410958904	171.4931506849315	0	55
1	56	1	353.134375	168.615625	0	56
1	57	1	12.846153846153847	171.43874643874645	0	57
1	58	1	57.585152838427945	171.73799126637556	0	58
1	59	1	84.04217926186291	175.75219683655536	0	59
1	60	1	294.78846153846155	178.48846153846154	0	60
1	61	1	464.22222222222223	180.90277777777777	0	61
1	62	1	136.66722129783693	179.4242928452579	0	62
1	63	1	372.5156950672646	182.71748878923768	0	63
1	64	1	193.651376146789	192.4816513761468	0	64
1	65	1	169.32888888888888	190.79111111111112	0	65
1	66	1	249.11418685121106	194.19723183391002	0	66
1	67	1	280.53793103448277	191.4551724137931	0	67
1	68	1	489.9755102040816	198.73061224489797	0	68
1	69	1	213.01769911504425	202.66814159292036	0	69
1	70	1	329.15506329113924	205.77215189873417	0	70
1	71	1	408.7453703703704	213.1064814814815	0	71
1	72	1	150.37722419928826	222.91459074733095	0	72
1	73	1	178.8148893360161	221.59154929577466	0	73
1	74	1	77.85555555555555	224.5185185185185	0	74
1	75	1	332.97714285714284	230.6942857142857	0	75
1	76	1	398.41269841269843	230.73015873015873	0	76
1	77	1	55.11513157894737	230.24013157894737	0	77
1	78	1	99.1843137254902	232.10196078431372	0	78
1	79	1	40.63568773234201	237.95539033457248	0	79
1	80	1	463.003984063745	238.0398406374502	0	80
1	81	1	252.75418994413408	245.43296089385476	0	81
1	82	1	498.4028985507246	252.0144927536232	0	82
1	83	1	363.4329896907216	257.49828178694156	0	83
1	84	1	227.44239631336404	258.7834101382488	0	84
1	85	1	307.5291479820628	259.1031390134529	0	85
1	86	1	137.20734908136484	261.3359580052493	0	86
1	87	1	428.4741379310345	261.0991379310345	0	87
1	88	1	275.93333333333334	269.89473684210526	0	88
1	89	1	468.5701219512195	271.9664634146341	0	89
1	90	1	289.67083333333335	278.91041666666666	0	90
1	91	1	134.9407114624506	282.7628458498024	0	91
1	92	1	160.6	281.42745098039217	0	92
1	93	1	337.01724137931035	283.76293103448273	0	93
1	94	1	48.0503144654088	281.5125786163522	0	94
1	95	1	369.82819383259914	289.6387665198238	0	95
1	96	1	84.30529595015577	293.29595015576325	0	96
1	97	1	203.0918918918919	295.28648648648647	0	97
1	98	1	35.2983606557377	300.64918032786886	0	98
1	99	1	114.92528735632185	297.2816091954023	0	99
1	100	1	246.26984126984127	297.87301587301585	0	100
1	101	1	480.57142857142856	307.4741641337386	0	101
1	102	1	221.7	312.91470588235296	0	102
1	103	1	145.09970674486803	312.45454545454544	0	103
1	104	1	308.5686274509804	313.921568627451	0	104
1	105	1	342.4941634241245	313.863813229572	0	105
1	106	1	377.52	333.636	0	106
1	107	1	175.70292887029288	336.836820083682	0	107
1	108	1	112.75432525951557	334.4948096885813	0	108
1	109	1	10.684745762711865	335.2677966101695	0	109
1	110	1	62.80446927374302	340.5139664804469	0	110
1	111	1	204.88256227758006	340.864768683274	0	111
1	112	1	244.83520599250937	344.9625468164794	0	112
1	113	1	324.69113149847095	348.434250764526	0	113
