ImageNumber	ObjectNumber	Children_PLA_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_Nuclei
1	1	4	142.6964705882353	10.590588235294117	0	1	1
1	2	0	449.30455075845975	11.949824970828471	0	2	2
1	3	2	108.75454545454545	13.818181818181818	0	3	3
1	4	2	28.684736091298145	13.20827389443652	0	4	4
1	5	1	276.1788617886179	17.923133776792312	0	5	5
1	6	0	412.6042670337233	16.507914659325532	0	6	6
1	7	1	8.694736842105263	22.292105263157893	0	7	7
1	8	2	339.21188772702254	21.356081452944412	0	8	8
1	9	2	475.4019174041298	24.16592920353982	0	9	9
1	10	0	72.55054545454546	25.035636363636364	0	10	10
1	11	0	499.56837209302324	31.81860465116279	0	11	11
1	12	41	216.70200387847447	43.44602456367162	0	12	12
1	13	22	185.04149085794654	44.79043600562588	0	13	13
1	14	0	24.857493857493857	49.206388206388205	0	14	14
1	15	4	147.89972899728997	47.57904245709124	0	15	15
1	16	1	99.30656934306569	48.41119221411192	0	16	16
1	17	1	75.13717948717948	59.85	0	17	17
1	18	1	44.133464180569185	56.52894995093229	0	18	18
1	19	6	288.18046571798186	57.86093143596378	0	19	19
1	20	4	104.7834179357022	74.61252115059222	0	20	20
1	21	1	12.154458598726114	75.91162420382166	0	21	21
1	22	5	352.8112947658402	67.76170798898072	0	22	22
1	23	0	135.10946408209807	75.35005701254276	0	23	23
1	24	0	167.0711825487945	74.42135476463835	0	24	24
1	25	0	405.24238227146816	68.702216066482	0	25	25
1	26	0	57.83468395461912	75.45056726094003	0	26	26
1	27	1	283.97752808988764	86.35112359550561	0	27	27
1	28	4	247.12550881953868	80.54341926729987	0	28	28
1	29	3	384.5	84.43970893970894	0	29	29
1	30	1	480.2687323943662	85.40394366197184	0	30	30
1	31	2	324.3875765529309	85.81889763779527	0	31	31
1	32	6	62.477551020408164	98.81142857142858	0	32	32
1	33	5	186.66548984995586	96.15445719329215	0	33	33
1	34	3	216.7152682255846	102.65474552957359	0	34	34
1	35	1	153.7018348623853	103.66284403669725	0	35	35
1	36	0	130.85945399393327	114.82810920121335	0	36	36
1	37	8	437.7298187808896	108.80889621087314	0	37	37
1	38	0	371.04490177736204	112.34050514499532	0	38	38
1	39	5	104.8981612446959	113.18387553041019	0	39	39
1	40	2	343.4770716009654	116.45776347546258	0	40	40
1	41	2	272.29946879150066	119.25630810092962	0	41	41
1	42	7	310.30268456375836	123.27651006711409	0	42	42
1	43	5	399.03556308213376	120.62150719729043	0	43	43
1	44	1	12.650202429149797	128.14412955465588	0	44	44
1	45	1	173.3058925476603	131.48613518197573	0	45	45
1	46	4	208.82194244604315	135.69694244604315	0	46	46
1	47	0	145.89080459770116	146.11494252873564	0	47	47
1	48	1	496.6044546850998	143.26497695852535	0	48	48
1	49	1	47.236209335219236	146.79137199434228	0	49	49
1	50	0	86.90983606557377	143.54918032786884	0	50	50
1	51	0	226.57199211045364	156.97370151216305	0	51	51
1	52	2	409.3687315634218	156.6637168141593	0	52	52
1	53	6	378.723	153.206	0	53	53
1	54	9	442.55223880597015	162.5643212508884	0	54	54
1	55	5	316.9841143764893	167.9253375694996	0	55	55
1	56	3	349.6553911205074	166.1557434813249	0	56	56
1	57	0	16.88279643591501	172.3118574366004	0	57	57
1	58	0	54.7843347639485	179.21781115879827	0	58	58
1	59	0	88.18264840182648	180.88070776255708	0	59	59
1	60	2	295.01836969001147	175.6486796785304	0	60	60
1	61	2	465.01934523809524	182.15401785714286	0	61	61
1	62	0	134.02777777777777	180.99425287356323	0	62	62
1	63	5	374.9005235602094	188.14659685863873	0	63	63
1	64	0	194.2776595744681	187.20531914893618	0	64	64
1	65	1	168.909	187.158	0	65	65
1	66	0	247.5219960604071	193.74589625738673	0	66	66
1	67	1	279.23382447149265	193.96925048046126	0	67	67
1	68	5	491.5219023779725	199.95181476846057	0	68	68
1	69	0	216.10469909315745	204.199505358615	0	69	69
1	70	0	328.980421686747	203.5210843373494	0	70	70
1	71	7	411.1677215189873	208.68275316455697	0	71	71
1	72	0	146.71461897356144	224.86391912908243	0	72	72
1	73	1	182.56934731934732	226.7348484848485	0	73	73
1	74	1	77.34263715110683	219.70163618864294	0	74	74
1	75	0	334.0239726027397	233.13561643835615	0	75	75
1	76	8	395.9224459358688	233.9977628635347	0	76	76
1	77	0	54.54616724738676	227.51742160278746	0	77	77
1	78	0	103.62236746550472	233.23384168482207	0	78	78
1	79	1	36.60930640913082	240.5750658472344	0	79	79
1	80	2	461.6107336956522	234.77785326086956	0	80	80
1	81	0	253.2223439211391	241.73329682365826	0	81	81
1	82	0	496.9862218999275	251.4641044234953	0	82	82
1	83	1	364.8	255.37952218430033	0	83	83
1	84	1	223.580073800738	258.59778597785976	0	84	84
1	85	0	309.74817518248176	255.55383211678833	0	85	85
1	86	0	135.75297410776767	256.6515045486354	0	86	86
1	87	6	427.54037267080747	261.5751552795031	0	87	87
1	88	0	272.32441860465116	267.6453488372093	0	88	88
1	89	3	467.45454545454544	273.57416267942585	0	89	89
1	90	1	289.6863945578231	284.5931972789116	0	90	90
1	91	3	133.9022435897436	283.7692307692308	0	91	91
1	92	3	166.25302175664785	279.6011281224819	0	92	92
1	93	16	335.22286184210526	281.7845394736842	0	93	93
1	94	2	49.225366876310275	276.7966457023061	0	94	94
1	95	27	373.1802147239264	290.9003067484663	0	95	95
