ImageNumber	ObjectNumber	Children_PLA_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_Nuclei
1	1	2	142.8881118881119	10.675990675990676	0	1	1
1	2	0	306.3095238095238	10.900560224089636	0	2	2
1	3	0	448.50372208436727	12.205955334987593	0	3	3
1	4	0	108.91386138613862	14.015841584158416	0	4	4
1	5	1	28.626420454545453	13.197443181818182	0	5	5
1	6	3	412.63772048846675	16.539348710990502	0	6	6
1	7	2	275.80757575757576	18.09090909090909	0	7	7
1	8	0	8.548387096774194	22.098118279569892	0	8	8
1	9	2	339.17279210093255	21.37904552934723	0	9	9
1	10	3	475.08545197740114	23.65183615819209	0	10	10
1	11	16	72.55266853932584	25.540730337078653	0	11	11
1	12	1	499.5589318600368	31.72744014732965	0	12	12
1	13	1	241.60066833751046	33.73182957393484	0	13	13
1	14	4	184.95717199184227	44.660095173351465	0	14	14
1	15	2	214.6611320754717	47.490566037735846	0	15	15
1	16	0	24.573809523809523	48.97857142857143	0	16	16
1	17	4	147.9141592920354	47.55929203539823	0	17	17
1	18	2	99.3430303030303	48.191515151515155	0	18	18
1	19	0	44.03152709359606	56.64630541871921	0	19	19
1	20	1	74.5792	57.7216	0	20	20
1	21	3	287.9755944931164	57.26658322903629	0	21	21
1	22	4	107.67416829745596	72.59686888454011	0	22	22
1	23	1	12.205229793977812	76.37717908082409	0	23	23
1	24	2	352.79712131596983	67.59698423577792	0	24	24
1	25	2	135.0461893764434	75.40646651270208	0	25	25
1	26	0	166.96004700352526	74.54876615746181	0	26	26
1	27	2	405.33013040494166	68.82841455044613	0	27	27
1	28	4	284.27825261158597	86.42165242165242	0	28	28
1	29	9	247.244	80.314	0	29	29
1	30	0	384.36105263157896	84.3021052631579	0	30	30
1	31	6	480.20202588632526	85.28756330894767	0	31	31
1	32	13	65.71017604121941	90.79132674967798	0	32	32
1	33	8	324.3364969801553	85.6427955133736	0	33	33
1	34	2	186.68723221936588	95.75149957155098	0	34	34
1	35	3	216.887831407206	102.49490142760027	0	35	35
1	36	2	153.7111111111111	103.55087719298245	0	36	36
1	37	1	130.70691333982472	114.83641674780915	0	37	37
1	38	5	437.8180345572354	108.60691144708423	0	38	38
1	39	4	105.51117734724292	113.73621460506706	0	39	39
1	40	5	343.58964143426294	116.55059760956175	0	40	40
1	41	2	371.13521126760565	112.20281690140845	0	41	41
1	42	4	272.1885565669701	119.2893368010403	0	42	42
1	43	3	310.331561461794	123.28239202657808	0	43	43
1	44	1	399.20861486486484	120.4704391891892	0	44	44
1	45	1	12.781803542673108	128.01368760064412	0	45	45
1	46	1	173.31292517006804	131.70068027210885	0	46	46
1	47	3	208.70320855614975	135.75579322638146	0	47	47
1	48	5	145.87821122740246	146.1941008563273	0	48	48
1	49	4	490.92526223776224	139.6652097902098	0	49	49
1	50	2	86.6809024979855	143.68412570507655	0	50	50
1	51	1	47.12684989429175	146.50105708245243	0	51	51
1	52	2	226.9255520504732	156.9217665615142	0	52	52
1	53	2	409.30774907749077	156.47011070110702	0	53	53
1	54	3	378.6079207920792	152.85742574257426	0	54	54
1	55	0	442.4515905947441	162.5650069156293	0	55	55
1	56	4	317.0632911392405	167.79430379746836	0	56	56
1	57	7	349.74878218510787	165.87195546276965	0	57	57
1	58	3	16.81297446514838	172.10835058661146	0	58	58
1	59	3	54.6538860103627	179.1979274611399	0	59	59
1	60	6	88.40708976558034	181.1069182389937	0	60	60
1	61	3	464.3490566037736	183.12342767295598	0	61	61
1	62	7	133.55100095328885	180.9161105815062	0	62	62
1	63	3	375.10659898477155	188.5482233502538	0	63	63
1	64	2	194.26590198123046	187.05943691345152	0	64	64
