ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_Cells
5	22	480.82608695652175	488.0	0	22	128
5	23	446.77777777777777	489.5	0	23	130
5	24	453.4	489.04	0	24	130
5	25	473.5	488.5	0	25	130
5	26	438.8125	489.625	0	26	130
5	27	494.0	493.0	0	27	128
5	28	440.7	492.5	0	28	130
5	29	480.5	493.5	0	29	128
5	30	487.5	493.5	0	30	128
5	31	447.69565217391306	493.0	0	31	130
5	32	452.7894736842105	493.3157894736842	0	32	130
5	33	473.17391304347825	494.0	0	33	130
5	34	439.2	495.0	0	34	130
5	35	467.0232558139535	495.86046511627904	0	35	130
5	36	434.54545454545456	495.6363636363636	0	36	130
5	37	437.0	496.0	0	37	130
5	38	450.0	495.6	0	38	130
