ImageNumber	ObjectNumber	Children_Cells_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number
1	1	1	347.7408312958435	10.464547677261614	0	1
1	2	1	78.79251700680273	11.054421768707483	0	2
1	3	1	6.143497757847534	61.17488789237668	0	3
1	4	1	81.12451361867704	63.7704280155642	0	4
1	5	1	24.23954372623574	93.5361216730038	0	5
1	6	1	193.51459854014598	96.63868613138686	0	6
1	7	1	309.56888888888886	100.53777777777778	0	7
1	8	1	353.8287841191067	103.26799007444168	0	8
1	9	1	212.640350877193	126.5	0	9
1	10	1	368.73478260869564	130.01304347826087	0	10
1	11	1	255.43223443223442	132.10256410256412	0	11
1	12	1	409.55849056603773	132.55849056603773	0	12
1	13	1	4.446153846153846	145.77435897435896	0	13
1	14	1	300.992385786802	142.3223350253807	0	14
1	15	1	316.9182879377432	145.19066147859922	0	15
1	16	1	478.9768115942029	150.65797101449274	0	16
1	17	1	115.07177033492823	169.89473684210526	0	17
1	18	1	161.05263157894737	172.14473684210526	0	18
1	19	1	291.26126126126127	175.0045045045045	0	19
1	20	1	127.4875	181.925	0	20
1	21	1	24.237903225806452	183.08467741935485	0	21
1	22	1	384.61041666666665	189.92083333333332	0	22
1	23	1	316.9969879518072	188.2620481927711	0	23
1	24	1	5.5514018691588785	190.50934579439252	0	24
1	25	1	139.02314814814815	203.9212962962963	0	25
1	26	1	133.90952380952382	218.5952380952381	0	26
1	27	1	115.88847583643123	231.0260223048327	0	27
1	28	1	162.57438016528926	231.05371900826447	0	28
1	29	1	9.283950617283951	235.59670781893004	0	29
1	30	1	185.37359550561797	234.51685393258427	0	30
1	31	1	423.5169491525424	237.70338983050848	0	31
1	32	1	98.61570247933884	244.69834710743802	0	32
1	33	1	146.375	247.82916666666668	0	33
1	34	1	296.232	246.352	0	34
1	35	1	186.89201877934272	258.0610328638498	0	35
1	36	1	56.107317073170734	266.8	0	36
1	37	1	209.87581699346404	266.6437908496732	0	37
1	38	1	239.33846153846153	271.59615384615387	0	38
1	39	1	354.6523178807947	278.7384105960265	0	39
1	40	1	377.26837060702877	282.5878594249201	0	40
