ImageNumber	ObjectNumber	Children_PLA_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_Nuclei
1	1	0	70.85049833887044	4.089700996677741	0	1	1
1	2	1	124.17995689655173	12.524784482758621	0	2	2
1	3	0	158.4629948364888	6.728055077452668	0	3	3
1	4	0	198.01560468140443	10.647594278283485	0	4	4
1	5	0	250.71613832853026	11.811239193083573	0	5	5
1	6	0	411.13793103448273	4.919540229885057	0	6	6
1	7	0	327.0070546737213	11.75925925925926	0	7	7
1	8	23	374.8835616438356	11.247716894977168	0	8	8
1	9	2	276.8415529905561	14.922350472193074	0	9	9
1	10	2	47.52257336343115	18.541196388261852	0	10	10
1	11	3	228.88086956521738	22.26782608695652	0	11	11
1	12	1	472.4283079760258	20.68326417704011	0	12	12
1	13	4	162.38079470198676	27.80546357615894	0	13	13
1	14	1	9.051136363636363	17.15909090909091	0	14	14
1	15	0	410.4415322580645	23.930443548387096	0	15	15
1	16	1	346.99279093717814	31.453141091658086	0	16	16
1	17	1	298.8744091829845	33.526671168129646	0	17	17
1	18	0	382.09703504043125	43.480682839173404	0	18	18
1	19	0	108.86821266968326	41.57692307692308	0	19	19
1	20	1	73.4454926624738	38.90041928721174	0	20	20
1	21	1	422.65610510046366	46.75115919629057	0	21	21
1	22	1	221.46930280957335	48.09781477627472	0	22	22
1	23	2	191.3371681415929	45.054867256637166	0	23	23
1	24	27	20.67736883320282	48.04385277995301	0	24	24
1	25	0	363.234375	55.75	0	25	25
1	26	0	84.42278481012659	65.67974683544304	0	26	26
1	27	1	274.0323242688558	66.10364289379169	0	27	27
1	28	1	170.58448275862068	61.48275862068966	0	28	28
1	29	1	12.657331136738057	74.40197693574959	0	29	29
1	30	4	49.20373027259684	70.72238163558106	0	30	30
1	31	0	332.54984093319194	72.70148462354189	0	31	31
1	32	1	138.8588498879761	66.93502613890963	0	32	32
1	33	1	245.05441478439425	78.89219712525667	0	33	33
1	34	1	191.9480088495575	81.74889380530973	0	34	34
1	35	0	221.01117318435755	83.23463687150839	0	35	35
1	36	0	159.21790722761597	87.24056094929881	0	36	36
1	37	1	371.1921397379913	86.97941359950093	0	37	37
1	38	0	485.12832824094284	79.3701440419031	0	38	38
1	39	2	418.18559051527586	85.14409484724122	0	39	39
1	40	0	455.55739058629234	97.49463253509496	0	40	40
1	41	1	78.56010928961749	90.76047358834244	0	41	41
1	42	2	33.52157943067034	101.05785123966942	0	42	42
1	43	1	120.16728855721394	99.63308457711443	0	43	43
1	44	2	304.8986650485437	99.39927184466019	0	44	44
1	45	1	69.09548611111111	112.5625	0	45	45
1	46	57	14.48456057007126	116.74425969912906	0	46	46
1	47	1	178.36746490503717	112.60198183319571	0	47	47
1	48	0	93.46858168761221	122.84560143626571	0	48	48
1	49	0	266.7146017699115	117.304203539823	0	49	49
1	50	2	351.75135135135133	121.0972972972973	0	50	50
1	51	1	421.1300417246175	126.14881780250347	0	51	51
1	52	1	208.47236765561374	125.32926119837114	0	52	52
1	53	0	464.41354723707667	126.83600713012478	0	53	53
1	54	0	490.3359273670558	131.8599221789883	0	54	54
1	55	1	322.1574074074074	141.28240740740742	0	55	55
1	56	6	388.84463061690786	137.85986290936785	0	56	56
1	57	1	157.31927710843374	131.92570281124497	0	57	57
1	58	6	55.57333333333333	141.7678787878788	0	58	58
1	59	1	174.86899563318778	148.53275109170306	0	59	59
1	60	2	286.0927523727351	156.77696289905091	0	60	60
1	61	0	16.666082383873796	153.32953549517967	0	61	61
1	62	6	137.54164588528678	151.12668329177058	0	62	62
1	63	0	489.59982253771074	159.01597160603373	0	63	63
1	64	3	363.0761609907121	161.25263157894736	0	64	64
1	65	1	453.7321559970567	163.0941869021339	0	65	65
1	66	1	89.6710816777042	155.10596026490066	0	66	66
1	67	2	109.54114158636027	166.8013343217198	0	67	67
1	68	4	232.11231324059764	158.97527047913448	0	68	68
1	69	0	36.4	172.06516853932584	0	69	69
1	70	0	421.2433951658235	170.08881394041597	0	70	70
1	71	0	82.7668016194332	184.13117408906882	0	71	71
1	72	3	197.3960396039604	174.2993145468393	0	72	72
1	73	0	7.995798319327731	180.39915966386553	0	73	73
1	74	1	164.40540540540542	179.31644144144144	0	74	74
1	75	1	57.70452155625657	182.72344900105153	0	75	75
1	76	1	494.0219607843137	191.73882352941177	0	76	76
1	77	0	238.83517417162278	191.9124893797791	0	77	77
1	78	6	333.59444746869895	191.4735982580294	0	78	78
1	79	2	170.71867881548974	200.91799544419135	0	79	79
1	80	3	371.50820668693007	202.54224924012158	0	80	80
1	81	1	267.9703832752613	199.00435540069685	0	81	81
1	82	1	465.6790799561884	200.44359255202627	0	82	82
1	83	6	405.6589420654912	207.41662468513854	0	83	83
1	84	1	24.76219512195122	211.78048780487805	0	84	84
1	85	1	304.80990712074305	208.82600619195046	0	85	85
1	86	0	6.282571912013537	215.99153976311337	0	86	86
1	87	0	243.69679300291546	223.7871720116618	0	87	87
1	88	1	54.87980769230769	217.81936813186815	0	88	88
1	89	33	137.88245462402764	209.73725151253242	0	89	89
1	90	1	209.0280821917808	218.73219178082192	0	90	90
1	91	1	174.145	219.7225	0	91	91
1	92	1	443.46004169562195	226.41695621959695	0	92	92
1	93	3	269.2581314878893	237.41868512110727	0	93	93
1	94	0	475.9369217830109	234.95710681244742	0	94	94
1	95	1	107.11755952380952	227.86458333333334	0	95	95
1	96	6	158.1348973607038	238.22873900293254	0	96	96
1	97	1	135.126582278481	242.8379746835443	0	97	97
1	98	2	77.97815292949355	236.12313803376367	0	98	98
1	99	0	178.54926108374383	238.19704433497537	0	99	99
1	100	1	297.2405247813411	251.08236151603498	0	100	100
1	101	2	336.9646464646465	240.6940836940837	0	101	101
1	102	2	191.20809248554914	252.76878612716763	0	102	102
1	103	2	217.89310954063603	253.9982332155477	0	103	103
1	104	0	376.4924681344148	248.27404403244495	0	104	104
1	105	0	51.77495769881557	257.7013536379019	0	105	105
1	106	0	495.6587403598972	265.47686375321337	0	106	106
1	107	0	440.6248864668483	267.2838328792007	0	107	107
1	108	56	177.93271461716938	269.7911832946636	0	108	108
1	109	1	84.0715123094959	271.01406799531065	0	109	109
1	110	2	336.46889226100154	275.2040971168437	0	110	110
1	111	0	127.85639229422067	271.0017513134851	0	111	111
1	112	1	104.3743842364532	279.0541871921182	0	112	112
1	113	2	26.731048121292023	275.20171390903096	0	113	113
1	114	0	231.29950900163666	278.06792144026184	0	114	114
1	115	0	368.3649193548387	284.0241935483871	0	115	115
1	116	6	161.11693989071037	283.86010928961747	0	116	116
1	117	1	260.92338072669827	281.11611374407585	0	117	117
1	118	1	398.8026237328563	294.2581991651759	0	118	118
1	119	0	68.30065359477125	297.90341321713873	0	119	119
1	120	2	142.40848806366049	302.4575596816976	0	120	120
